"id","listing_url","name","host_id","street","property_type","room_type","accommodates","bedrooms","beds","amenities","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","cancellation_policy"
"14873017","https://www.airbnb.com/rooms/14873017","Bon Beacon Hill! 2 beds, close to everything!","93051119","Irving Street, Boston, MA 02114, United States","Apartment","Entire home/apt","4","1","2","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,""Smoke Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","0","","","","","","","","f","flexible"
"14873100","https://www.airbnb.com/rooms/14873100","Large room, 2nd floor, wood floor","26098645","Dexter Street, Boston, MA 02127, United States","House","Private room","2","1","1","{""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Essentials,Shampoo,Hangers,""translation missing: en.hosting_amenity_50""}","0","","","","","","","","t","flexible"
"14873137","https://www.airbnb.com/rooms/14873137","Perfect! Fenway Park Drive Apartment, Superb View!","38103409","Park Drive, Boston, MA 02215, United States","Apartment","Entire home/apt","2","0","1","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Paid Parking Off Premises"",Breakfast,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron}","0","","","","","","","","f","flexible"
"14874204","https://www.airbnb.com/rooms/14874204","Big simple room near T","19246369","Washington Street, Somerville, MA 02143, United States","Apartment","Private room","2","1","1","{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","0","","","","","","","","t","strict"
"14878512","https://www.airbnb.com/rooms/14878512","Adreani's Pied-a Terre.","8104501","Park Street, Boston, MA 02132, United States","Apartment","Private room","2","1","1","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","0","","","","","","","","f","flexible"
"14881840","https://www.airbnb.com/rooms/14881840","Modern hot spot studio","36947843","Commonwealth Avenue, Boston, MA 02215, United States","Apartment","Shared room","2","1","1","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Essentials,Shampoo,""Laptop Friendly Workspace""}","0","","","","","","","","f","flexible"
"14884243","https://www.airbnb.com/rooms/14884243","5 Minutes to Downtown.Next to Train","69384821","Humboldt Pl, Boston, MA 02127, United States","Apartment","Private room","1","1","1","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector""}","0","","","","","","","","f","flexible"
"14885592","https://www.airbnb.com/rooms/14885592","NEW - Bold 1BR in Back Bay","12243051","Bay State Road, Boston, MA 02215, United States","Apartment","Entire home/apt","2","1","1","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","0","","","","","","","","t","strict"
"14885796","https://www.airbnb.com/rooms/14885796","One bedroom near airport and downtown!","86955930","Maverick Street, Boston, MA 02128, United States","Townhouse","Private room","4","1","2","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","0","","","","","","","","f","flexible"
"14885917","https://www.airbnb.com/rooms/14885917","Perfect for the Boston Explorer","93364702","Meridian Street, Boston, MA 02128, United States","Apartment","Shared room","2","1","1","{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""Hair Dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","0","","","","","","","","f","flexible"
"14887382","https://www.airbnb.com/rooms/14887382","Entire Apt near T/Boston/Harvard/MIT","19246369","Washington Street, Somerville, MA 02143, United States","Apartment","Entire home/apt","7","3","3","{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}","0","","","","","","","","f","strict"
"1489289","https://www.airbnb.com/rooms/1489289","Spacious S. End 1BD Brownstone","7964081","Worcester Square, Boston, MA 02118, United States","Apartment","Entire home/apt","2","1","1","{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","39","93","9","9","10","10","9","9","f","strict"
"14897219","https://www.airbnb.com/rooms/14897219","Luxury loft in downtown Boston","31804748","Milk Street, Boston, MA 02109, United States","Apartment","Entire home/apt","6","2","3","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","0","","","","","","","","f","moderate"
"14897997","https://www.airbnb.com/rooms/14897997","Stylish 2BR in Downtown Boston","12243051","Milk Street, Boston, MA 02109, United States","Apartment","Entire home/apt","4","2","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","0","","","","","","","","t","strict"
"14898146","https://www.airbnb.com/rooms/14898146","Immaculate 2bd Boston's most vibrant neighborhood!","18776251","East 3rd Street, Boston, MA 02127, United States","Apartment","Entire home/apt","4","2","2","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}","0","","","","","","","","t","strict"
"14898198","https://www.airbnb.com/rooms/14898198","Apartment in Chinatown Boston","93512984","Pine Street, Boston, MA 02111, United States","Apartment","Private room","3","1","2","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Hangers,""Laptop Friendly Workspace""}","0","","","","","","","","f","flexible"
"14900236","https://www.airbnb.com/rooms/14900236","A private, quiet space","91521392","Adams Street, Boston, MA 02122, United States","House","Private room","2","1","1","{""Wireless Internet"",Kitchen,""Smoking Allowed"",""Pets Allowed"",""Smoke Detector""}","0","","","","","","","","f","flexible"
"14902894","https://www.airbnb.com/rooms/14902894","Suite _Charles River/MIT/BU/Fanway Park","17476640","Allston Street, Cambridge, MA 02139, United States","House","Private room","4","1","3","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Street"",Heating,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","0","","","","","","","","f","strict"
"14907062","https://www.airbnb.com/rooms/14907062","South End / Fenway / Back Bay Unit #1 (Studio)","10477120","Massachusetts Avenue, Boston, MA 02115, United States","Apartment","Entire home/apt","2","0","1","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}","0","","","","","","","","t","strict"
"14908177","https://www.airbnb.com/rooms/14908177","Very PRIVATE condo - Close to T - No cleaning fee!","25308015","Revere Street, Boston, MA 02114, United States","Condominium","Entire home/apt","4","1","2","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","0","","","","","","","","t","strict"
"14909417","https://www.airbnb.com/rooms/14909417","Woodland Sanctuary next to Orange Line T","93635490","Weld Hill Street, Boston, MA 02130, United States","Condominium","Entire home/apt","7","4","4","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","0","","","","","","","","t","flexible"
"14912536","https://www.airbnb.com/rooms/14912536","In the City Without the Noise!","93674064","Bennett Street, Boston, MA 02135, United States","Apartment","Entire home/apt","6","3","6","{Kitchen,Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Laptop Friendly Workspace""}","0","","","","","","","","f","flexible"
"14916248","https://www.airbnb.com/rooms/14916248","Pristine Apt @ Prime location. Steps to Trains!","51321009","Commonwealth Avenue, Boston, MA 02134, United States","Apartment","Entire home/apt","2","1","1","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}","0","","","","","","","","t","moderate"
"14917151","https://www.airbnb.com/rooms/14917151","Charming Back Bay Studio Loft","40035856","Marlborough Street, Boston, MA 02116, United States","Apartment","Entire home/apt","3","0","1","{TV,""Air Conditioning"",Kitchen,""Pets live on this property"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","0","","","","","","","","f","flexible"
"14917833","https://www.airbnb.com/rooms/14917833","Gorgeous, spacious apartment close to everything","4088721","Charlesgate West, Boston, MA 02215, United States","Apartment","Entire home/apt","4","1","1","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","0","","","","","","","","f","flexible"
"14918032","https://www.airbnb.com/rooms/14918032","Luxurious Boston 2 BR Apt near train #1","44617326","Chelsea Street, Boston, MA 02128, United States","Condominium","Entire home/apt","5","2","2","{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,Hangers}","0","","","","","","","","t","flexible"
"14918194","https://www.airbnb.com/rooms/14918194","China Town Apartment","83000375","Kneeland St, Boston, MA 02111, United States","Apartment","Shared room","1","1","1","{""Air Conditioning"",Kitchen,""Pets Allowed"",Gym,""Pets live on this property"",""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","0","","","","","","","","f","strict"
"14918425","https://www.airbnb.com/rooms/14918425","Spacious 3BR Boston apt, walk to train, rest&bars","963111","Ridgewood Street, Boston, MA 02122, United States","Apartment","Entire home/apt","9","3","5","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Breakfast,""Free Parking on Street"",Heating,""Family/Kid Friendly"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}","0","","","","","","","","f","flexible"
"14918869","https://www.airbnb.com/rooms/14918869","Location Location Location","93363670","Boston, MA, United States","Apartment","Shared room","1","1","1","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",""Free Parking on Street"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Hair Dryer"",Iron}","0","","","","","","","","f","flexible"
"14924831","https://www.airbnb.com/rooms/14924831","New Construction Comfort, Easy To Get Everywhere","93820834","R Saint Martin Street, Boston, MA 02129, United States","House","Private room","1","1","1","{""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Hangers,Iron,""Laptop Friendly Workspace""}","0","","","","","","","","f","moderate"
"14928000","https://www.airbnb.com/rooms/14928000","Mansion in Dorchester","93854106","Washington St, Dorchester, MA 02124, United States","House","Private room","1","1","1","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Shampoo}","0","","","","","","","","f","flexible"
"14928333","https://www.airbnb.com/rooms/14928333","Spacious Private Room in Southie.","36238029","West 4th Street, Boston, MA 02127, United States","Apartment","Private room","2","1","1","{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer""}","0","","","","","","","","f","strict"
"14933380","https://www.airbnb.com/rooms/14933380","Sofa bed in cozy, clean apartment","28193547","Bynner Street, Boston, MA 02130, United States","Apartment","Shared room","1","1","1","{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",""Hair Dryer""}","0","","","","","","","","f","strict"
"14933461","https://www.airbnb.com/rooms/14933461","Boston Vacation Rentals-2","32532791","Montgomery Street, Boston, MA 02116, United States","Apartment","Entire home/apt","4","1","1","{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","0","","","","","","","","f","strict"
"1494726","https://www.airbnb.com/rooms/1494726","Cozy in Rozzie!","7506913","Glendower Road, Roslindale, MA 02131, United States","House","Private room","1","1","1","{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","9","93","9","10","10","10","10","10","f","strict"
"1497879","https://www.airbnb.com/rooms/1497879","Studio near airport and downtown!","2776892","Webster Street, Boston, MA 02128, United States","Apartment","Entire home/apt","3","1","2","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Heating,Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron}","320","88","9","9","10","10","9","9","f","moderate"
"1498719","https://www.airbnb.com/rooms/1498719","Stylish studio in prime Back Bay!","8008692","Marlborough Street, Boston, MA 02116, United States","Apartment","Entire home/apt","2","0","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}","11","96","9","10","10","10","10","9","f","strict"
"1510876","https://www.airbnb.com/rooms/1510876","Room with Single Bed","7799789","Savin Hill Avenue, Dorchester, MA 02125, United States","House","Private room","1","1","1","{""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Breakfast,Heating}","23","97","10","10","10","10","9","10","f","flexible"
"1523772","https://www.airbnb.com/rooms/1523772","Blue & White Haven","8130814","Hobson Street, Boston, MA 02135, United States","Apartment","Entire home/apt","1","1","1","{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","0","","","","","","","","f","moderate"
"1525494","https://www.airbnb.com/rooms/1525494","e **BRIGHT 'N CHEERY QUIET ROOM**","8139434","Islington Street, Allston, MA 02134, United States","House","Private room","2","1","1","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","80","90","9","9","10","10","9","9","f","strict"
"1529321","https://www.airbnb.com/rooms/1529321","d ** BEST PRIVATE ROOM IN BOSTON **","8139434","Islington Street, Allston, MA 02134, United States","House","Private room","2","1","1","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","109","91","9","9","9","9","9","9","f","strict"
"1529393","https://www.airbnb.com/rooms/1529393","BEACON HILL SPACIOUS 2BD/2BA UNIT","8158181","South Russell Street, Boston, MA 02114, United States","Apartment","Private room","2","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}","7","74","6","6","8","7","9","6","f","flexible"
"1541166","https://www.airbnb.com/rooms/1541166","Beautiful Studio 15 min to Downtown","552418","Parker St, Boston, MA 02129, United States","Apartment","Entire home/apt","2","0","1","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in""}","16","96","10","10","10","10","10","10","f","moderate"
"1544702","https://www.airbnb.com/rooms/1544702","Mary's Ocean View Metro Downtown","6608084","Savin Hill Avenue, Dorchester, MA 02125, United States","House","Private room","3","1","2","{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","222","97","10","10","10","10","9","10","t","flexible"
"1545185","https://www.airbnb.com/rooms/1545185","New 1Bed w/ Gorgeous Kitchen + Bath","697401","Foster Street, Boston, MA 02135, United States","House","Entire home/apt","5","1","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","31","87","9","8","9","9","9","9","f","moderate"
"1550047","https://www.airbnb.com/rooms/1550047","Desirable 3 Bed/2 Bath in South End","1444340","Northampton Street, Boston, MA 02118, United States","Apartment","Entire home/apt","7","3","3","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Hair Dryer"",Iron}","60","85","9","9","9","8","9","9","f","strict"
"1551205","https://www.airbnb.com/rooms/1551205","2 bed/2 bath in the heart of Boston","8261931","Newbury Street, Boston, MA 02116, United States","Apartment","Entire home/apt","4","2","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}","40","97","10","9","10","10","10","9","f","moderate"
"1551467","https://www.airbnb.com/rooms/1551467","Elegant Quiet Family-Friendly 2BR","1106261","Cornwall Street, Boston, MA 02130, United States","Apartment","Entire home/apt","4","2","2","{""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","5","95","10","9","9","9","9","8","f","flexible"
"1584362","https://www.airbnb.com/rooms/1584362","Grace's Harborview Fast T Downtown","6608084","Savin Hill Avenue, Dorchester, MA 02125, United States","House","Private room","3","1","2","{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","232","97","10","10","10","10","9","10","t","flexible"
"1587540","https://www.airbnb.com/rooms/1587540","Cozy House on Bunker Hill in Boston","2004732","Green Street, Charlestown, MA 02129, United States","House","Entire home/apt","4","3","3","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","26","95","9","10","10","10","10","10","f","strict"
"1589392","https://www.airbnb.com/rooms/1589392","Totally Amazing XL Studio w Skyline","4195134","Beacon Street, Boston, MA 02116, United States","Apartment","Entire home/apt","2","0","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",Essentials}","1","100","10","10","10","10","10","10","f","strict"
"1591827","https://www.airbnb.com/rooms/1591827","PrivRoom+Bath In Roslindale/Boston","8491165","Hyde Park Avenue, Roslindale, MA 02131, United States","House","Private room","2","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","117","92","10","10","10","10","9","9","f","moderate"
"1596470","https://www.airbnb.com/rooms/1596470","3-story Luxury in Central Location","480310","Winchester Street, Boston, MA 02116, United States","House","Entire home/apt","6","2","4","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Gym,Breakfast,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","9","100","10","10","10","10","10","10","f","strict"
"1602491","https://www.airbnb.com/rooms/1602491","Urban Victorian-walk the city! Rm 2","3875741","Moreland Street, Boston, MA 02119, United States","House","Private room","2","1","1","{""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}","26","83","9","8","10","9","6","8","f","strict"
"160572","https://www.airbnb.com/rooms/160572","Your Huge Beautiful Home away from Home","766862","East 5th Street, Boston, MA 02127, United States","House","Entire home/apt","6","3","3","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,Hangers,""Hair Dryer"",Iron}","2","70","10","10","10","10","10","10","f","strict"
"1612842","https://www.airbnb.com/rooms/1612842","Newly-renovated Apt among Trees","8573721","Elm Street, Boston, MA 02130, United States","Apartment","Entire home/apt","4","3","4","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",Shampoo,""translation missing: en.hosting_amenity_50""}","8","98","10","10","10","9","9","9","f","strict"
"1615033","https://www.airbnb.com/rooms/1615033","Best Cozy Freedom trail apartment!!","3637081","Hull Street Court, Boston, MA 02113, United States","Apartment","Entire home/apt","2","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}","236","87","9","8","10","10","10","9","t","strict"
"1628130","https://www.airbnb.com/rooms/1628130","Rare! Pondside home-yours in July!","333220","Holbrook Street, Boston, MA 02130, United States","House","Entire home/apt","10","4","7","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","1","100","10","10","10","10","10","10","f","flexible"
"1631942","https://www.airbnb.com/rooms/1631942","Sweet penthouse in historic Boston","4147257","Hagar  and Thomas Street, Boston, MA 02130, United States","Condominium","Entire home/apt","2","1","1","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","18","96","10","10","10","10","10","9","f","strict"
"1638584","https://www.airbnb.com/rooms/1638584","Private Room in Fort Hill","5243773","Fort Avenue, Boston, MA 02119, United States","Apartment","Private room","1","1","1","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",Essentials}","3","93","10","9","9","10","8","9","f","moderate"
